label,pmid,sentence,design
0,24773418,This has implications for tackling pathological (over)eating.,RCT
0,22556131,This has implications for the design of therapeutic trials and the clinical application of the device.,RCT
0,24467942,"This has potential translational implications for the use of reboxetine, which is currently licensed as an antidepressant in several countries, and edivoxetine, a new selective NRI currently in development.",RCT
0,24127679,This has significant cost implications for the office urologist.,RCT
0,24581525,"This has the potential to affect the interpretation of biopsy results, including suitability of patients for inclusion in active surveillance protocols.",RCT
1,25589017,This helps to optimize patient care and lowers postoperative morbidity.,Prospective
1,26471240,This highlights the importance of considering subgroups of patients with LRTI to develop RP evidence-base practice.,RCT
1,25457929,This highlights the importance of not making broad assumptions about OCD symptoms most likely to occur in an individual with comorbid tics.,RCT
1,27177525,This highlights the importance of the timing of magnesium for neuroprotection for women at risk of preterm delivery.,RCT
1,24002802,"This highlights the importance of widespread assessment of health, including functional vision, to prevent balance impairment and maintain independent mobility among older population.",RCT
2,26668507,This highlights the need for meticulous nutritional evaluation and management in these patients.,Retrospective
0,23046599,"This illustrates the challenges of therapeutic intervention directed against the cytokine network, to prevent post-MI remodeling.",RCT
0,23001614,This impairment is directly related to the duration of active disease.,Case-Control
0,28255851,This includes improvement of thyroid function and reduction of thyroid medication dosages.,Retrospective
2,31005243,"This increased risk should be considered when choosing a vascular access device for chemotherapy, especially in patients with solid malignancy.",RCT
1,23290427,This indicates that e-mail contact could be used as a preliminary follow-up strategy to capture a substantial proportion of participants and that standard follow-up can be used as a second-line approach.,RCT
1,29510704,"This indicates that TY, MBCT and CBT can be used as both treatment and prevention, to improve HRQoL in patients on sick leave because of burnout, reducing the risk of future morbidity.",RCT
1,26796777,"This information is important for the evaluation of knee alignment measurements in current clinical practice, to assess severity of deformity and to accompany pre-operative planning and post-operative evaluation.",RCT
0,22633517,This information may be useful for targeting more accurate management strategies for these two different groups of colonised preterms in NICU.,RCT
0,15838474,This innovative protection device may prevent the debris released by angioplasty from entering the cerebral circulation.,Prospective
0,28697803,"This intervention was successful in improving weight, engagement in strength exercises, increasing levels of moderate-intensity physical activity and consumption of fruit among retirement village residents.",RCT
0,21448079,"This inverse association can be partially explained by the beneficial effects of physical activity on HDL-C, vitamin D, apolipoprotein B, and hemoglobin A1c.",Case-Control
0,18949211,"This investigation led to the recall of approximately 60 000 bottles of contaminated cough syrup, widespread screening of potentially exposed consumers and treatment of over 100 affected patients.",Case-Control
0,28602267,This is a manageable condition that develops weeks to years following breast reconstruction.,Retrospective
0,29097820,This is a recently recommended approach and your study confirms its efficacy.,RCT
0,26565129,This is a substantial figure and provides one indicator of the ongoing value of the treatment that the services provide.,Prospective
2,28030547,This is important given the high prevalence of diabetes worldwide; appropriate CVD management is critical to addressing the morbidity and mortality associated with the disease.,RCT
0,25187339,This is important in the discussion of who to perform MR.,RCT
0,28093792,This is the first prospective study showing the potential adverse and independent prognostic role of low preoperative LDL cholesterol levels in patients with localized PCa undergoing RP.,Prospective
0,28169882,"This is the first prospective study showing the role of body fat distribution, determined by computed tomography scan, in predicting the natural history of prehypertension.",Prospective
0,28754107,"This is the first study to report the interaction between obesity and HIF3A gene in relation with ALT, and also to reveal a mediation effect among the  HIF3A polymorphism, methylation and ALT.",Case-Control
0,27000113,"This is the largest cross sectional study of serum 25-OHD levels in  community dwelling individuals with established psychosis, indicating a high level of vitamin D deficiency.",Cross-Sectional
0,28705330,This is the largest study of MLL in the literature to date.,Retrospective
0,28148665,This large study brings new evidence concerning these common risk factors; although prospective studies are needed to confirm causality.,Prospective
0,28877230,"This leads to substantial avoidance of adjuvant CTX in endocrine-sensitive, HER2-negative breast cancer.",Prospective
0,21371498,This level of exercise may increase HRQOL among overweight men.,RCT
0,28086848,"This logical, step-by-step process blends theory and practice and is broadly applicable in the context of obesity management intervention development  and evaluation.",RCT
1,26044218,This may be a better treatment option for moderate and severe sleep apnea patients that is worthy of clinical application.,RCT
0,24784863,"This may elevate the risk of atherosclerosis, particularly cardiovascular disorders.",Case-Control
0,20689926,This may have implications for emergency research in various disciplines.,RCT
0,22321155,This may have implications for falls prevention in this patient group.,RCT
0,18543307,This may have implications for patient selection for ICD therapy.,RCT
0,20570971,This may have implications for the significance of these abnormalities regarding prospects in IVF/ICSI treatment cycles.,RCT
0,21238826,This may have important therapeutic implications.,RCT
0,27644437,This may involve changing the response options and including new items to improve the overall targeting of the scale.,RCT
0,27919463,This may relate to the effects of new AEDs on vitamin B12 and folate metabolism.,Cross-Sectional
0,27044587,This may result in a significant reduction in the burden of testing on both patients and testing facility staff and resources.,Prospective
0,19119631,This maybe the possible reason of scar paresthesia.,Case-Control
1,27819804,"This meditation program may be useful to manage psychological and spiritual distress, as well as improve quality of life and sleep, in clinical settings among breast cancer survivors.",RCT
0,28723753,This meta-analysis indicated that the TNF-alpha-238G/A polymorphism is not associated with breast cancer risk in the overall population.,Case-Control
0,26385210,This meta-analysis indicates a significant effect of statin therapy  on plaque and external elastic membrane volumes and fibrous and dense calcium volumes.,Prospective
0,27498215,"This meta-analysis indicates that T2DM risk as whole was strongly associated with elevated levels of inflammatory cytokines (IL-1Î², IL-6, IL-18, CRP), TNF-Î± and low levels of adiponectin.",Prospective
0,28826396,"This meta-analysis suggests that rs9939609 A/T polymorphism of FTO gene is associated with PCOS risk, and that A allele is a risk factor for PCOS susceptibility simultaneously.",Case-Control
0,28029410,"This meta-analysis suggests that therapy with BAS significantly improves HDL-C, LDL-C, and glycemic markers including fasting blood glucose, HbA1c levels, while deteriorating triglyceride levels.",Prospective
1,27856020,This method has the potential to reduce unnecessary hospitalizations and exposures to antibiotics in this vulnerable population.,RCT
2,23041997,This method is recommended to help optimize debris removal with the further possibility of instrument sterilization and reduced risk of cross-contamination.,RCT
1,22116959,This method of SNR optimisation is useful for extracting data from recordings and may be appropriate for objective assessment of visual function at different locations.,RCT
1,23331997,This method provides an important technique that can be applied to other developing countries where a randomized study design is needed but infrastructure is lacking to implement more traditional participant selection methods.,RCT
0,16374881,This method shortens the examination time substantially and eliminates the risk of failing to image a vessel because of improper positioning of the scan volume.,RCT
1,30994846,"This method used a smartphone with widespread availability and ease of transportation, which can be used by health professionals as a non-pharmacological method in the management of pain.",RCT
0,26825275,This might be the result of an adaptation process achieved through a decrease of growth velocity.,Prospective
1,22948337,This minimal-contact approach addresses the need for interventions in primary health care settings and may be a useful component in step-care models of mental health.,RCT
1,22442826,This model can be used to predict DPP-4 inhibition effects of other dosage regimens and be modified for other DPP-4 inhibitors to differentiate their properties.,RCT
0,24449092,This model needs to be tested in  future prospective research.,Prospective
0,19488955,This must be considered when planning elective delivery.,RCT
2,19171009,This needs to be taken into account when evaluating interventions at community level.,RCT
2,24266524,This non-pharmacological strategy can be suggested because of its effect on reducing changes in heart rate during painful procedure.,RCT
0,8764913,"This notion may have an impact on self-perception  and dieting behaviour in certain individuals, precipitating and promoting disturbed eating attitudes and behaviour that may lead to the onset of eating disorders.",Retrospective
0,28346362,"This nutrition assessment documented good status for folate, vitamin  B6, and vitamin B12 in the highly active women.",Cross-Sectional
0,23553162,This observational study was registered at www.clinicaltrials.gov as NCT00005271.,Cross-Sectional
1,28404531,This overlapped therapeutic lifestyle change method may serve as a cost-effective adjunct and ensure the continuity of high-quality health services  for patients with dyslipidaemia.,RCT
1,24289328,"This panel of markers, if validated, can also be a cost effective screening tool for the detection of asymptomatic cancer patients for colonoscopy.",Case-Control
0,29855307,"This paper has implications for future program planners and is intended to assist those wishing to use Intervention Mapping to create similar theoretically-driven, tailored resources.",RCT
0,22182457,This paper provides a window into side effect monitoring practices prior to the widespread promulgation of guidelines and associated quality improvement efforts and serves as a benchmark for future interventions.,Retrospective
0,27876519,This paradox refers not only to 30-day overall mortality but also to 30-day cardiac and respiratory complications.,Retrospective
0,26036929,This pilot study indicates that the intervention is feasible and acceptable by patients at risk of pressure ulcer.,RCT
0,28288605,"This pilot study showed in real life conditions the possibility of a  systematic switch of NIV to CPAP, in most stable patients with OHS, with similar  efficacy on diurnal and nocturnal alveolar gas exchange, quality of life and quality of sleep.",Prospective
0,28854085,"This prespecified secondary analysis shows that, when added to usual care, liraglutide resulted in lower rates of the development and progression of diabetic kidney disease than placebo.",RCT
1,21418830,This procedure is a valuable alternative to EST in patients with bile duct stones.,RCT
1,19130965,This procedure may serve as an alternative approach that allows a smaller incision.,RCT
0,27251684,This prospective study showed that the evolution of vascular TOD is different in participants with type 2 diabetes compared with those with MetS.,Prospective
0,25878203,This prospective study suggested that there was an inverted-U-shaped relation between neonatal vitamin D status and neurocognitive development in toddlers.,Prospective
0,25986428,"This protocol will save money, time, and workload without compromising patients safety and future management.",Prospective
0,22843785,This provides a molecular mechanism linking oxidative stress and downregulation of channel expression observed in cardiovascular diseases.,Case-Control
0,28086890,"This provides support for the conduct of a larger, fully-powered RCT, but with minor amendments to research procedures and intervention components required.",RCT
1,27981276,"This provides the potential management guidelines  for a NML\xa0in screening patients and further prospective studies in a large, multicenter screening population are required.",Prospective
2,26578045,This push us to improve research mainly since advent of targeted therapy wich still a promising way in the management of these tumors.,Retrospective
0,28860046,This randomized clinical trial demonstrated better postoperative outcomes at 6\xa0months when subjects received preoperative IVB 5-10\xa0days before PPV compared to 1-3\xa0days for the treatment of PDR-related complications.,RCT
1,26712048,This ratio can be used as a novel noninvasive marker to predict IR and advanced disease.,Case-Control
2,27756531,This reality suggests the need to change the local prevention campaigns for spinal cord injury in the elderly.,Retrospective
0,25919661,"This reduction was also observed among overweight/obese and hypertensive, but not among diabetic men.",Prospective
1,17101285,This regimen can be considered as an alternative therapeutic approach for a subgroup of COPD patients and may help to improve patient compliance.,RCT
0,28380011,This repeated measures nested case-control study identified increased inflammatory markers in IA children who developed T1D compared to IA children who had not progressed to clinical disease.,Case-Control
0,27135464,This research is important because it helps to identify a treatment option for survivors that also may improve access to survivorship services.,RCT
1,21891890,This research provides a clue that bone-targeting properties of bisphosphonates can be harnessed along with regenerative materials to potentiate osseous regeneration.,RCT
0,28666990,This result could have implications for the prevention and management of cryptogenic stroke.,RCT
0,16814412,"This result may be related to the anti-ischemic or to a primary direct effect of the hormone upon myocyte release of the peptide, and may contribute to its anti-ischemic effect.",RCT
0,20964256,This result may have implications for both acupuncture treatment and for future trial methodology.,RCT
0,27286851,This review included a majority of low-level evidence studies that limit extrapolability of the results.,Prospective
0,26953667,This risk determination identifies a potentially modifiable risk factor for early readmission.,Retrospective
0,16877949,This risk is not explained by a binge drinking pattern or addiction to alcohol.,Cross-Sectional
0,26967109,This should be kept in mind at their follow-ups.,Cross-Sectional
2,27780709,"This simple, cheap, and well-tolerated treatment should be added as an adjunct to the postoperative care of gynecologic oncology patients.",RCT
0,27815962,This state is closely related to degree of blood glucose level control.,Prospective
2,19573727,This strategy for failed lysis should be mandated as part of thrombolytic-based ST-segment elevation myocardial infarction protocols.,RCT
1,28068780,This strategy offers a promising alternative to the high rates of attrition and relapse currently observed with agonist tapers in both inpatient and outpatient settings.,RCT
1,19955882,"This study also provides support for traditional Chinese wisdom, which promotes meditation as one way to improve health.",RCT
2,29097257,This study also reinforced the necessity for regular monitoring of metabolic parameters in schizophrenia patients prescribed atypical antipsychotics.,RCT
0,27865296,This study clearly revealed that there is an increase in all deleterious lipid parameters and a decrease in favorable lipid measures.,Case-Control
0,28542467,This study demonstrated that SCAP rs12487736 and rs12490383 were significantly associated with SBP and SHBP in overweight/obese Chinese children.,Case-Control
0,28598960,"This study demonstrated that similar to subjects with DM, subjects with IFG also have IOP levels that are higher than those with normal serum glucose.",Cross-Sectional
0,28816951,This study demonstrated that TC might decrease fatigue and relieve the anxiety and depression of breast cancer patients receiving chemotherapy.,RCT
0,12750110,This study demonstrates that hypercholesterolemia is associated with NAION in younger patients.,Case-Control
0,25885289,This study demonstrates that the elevated TG/HDL-C ratio predicts poor CVD outcome in subjects with CKD.,Retrospective
1,27322368,"This study demonstrates that the level of self-acceptance among women with breast cancer in China is low, and suggests that there is room to improve.",Cross-Sectional
0,28222101,"This study demonstrates the positive effects of state-wide, school-based health promotion on incidental abdominal obesity, at affordable costs and with proven cost-effectiveness.",RCT
0,28904705,This study depicts rising cases of hypertension and an alarming rate  of pre-hypertension among the working population.,Cross-Sectional
0,27927584,This study describes obesogenic aspects of the child-care environment and identifies areas for improvement.,Cross-Sectional
0,28780480,"This study did not identify a significant DFS or MFS advantage for CT in subcentimetric, node-negative ductal TNBC.",Case-Control
0,28662208,"This study did not identify variables that robustly differentially predicted treatment effectiveness of CBT and MBCT, indicating that both CBT and MBCT are accessible interventions that are effective for treating depressive symptoms in broad populations with diabetes.",RCT
0,22932256,"This study found that 27OHC does not independently increase the risk of CHD, does not modify the increased risk of CHD resulting from MHT, and does not mediate the interaction of LDLC with MHT.",Case-Control
0,25630008,This study found that children exposed to the Jazan war had more anxiety.,Retrospective
0,28346497,This study has found that inappropriate infant feeding; nutritional  information gap and lack of toilet facility as significant predictors of malnutrition.,Case-Control
0,26023213,This study has the potential to guide clinical practice toward innovative modes of psychosocial health care provision.,RCT
1,27634660,This study highlighted the importance of using SHC records with oncology patients to improve nursing practice related to sexuality issues.,RCT
0,28264686,This study highlighted the risk factors of breast Ca in women living in Bangui to inform appropriate control measures.,Case-Control
1,24161221,"This study highlights the importance of monitoring for and addressing motor delays in children with a history of institutionalization, particularly those children with low IQ.",RCT
1,17610525,This study highlights the importance of providing information in languages other than English and in consumers' native tongue to aid in the quality use of medicines.,RCT
2,29529614,This study highlights the need for improvement in other aspects of care to improve LOS.,RCT
0,25692377,This study identified predictor factors positively associated with ideal weight loss.,Prospective
0,28118174,This study identifies certain populations who may have increased responsiveness to treatment with antimuscarinic therapy and may be used to inform and guide future therapy.,RCT
0,26675579,This study indicated that nearly half of the children under five years in the study area were stunted.,Cross-Sectional
0,28245227,This study is one of the first proofs of concept showing that a nutrition-sensitive agriculture value chain approach can contribute to improved child nutrition in a remote pastoralist population.,RCT
0,24965026,This study is the first to contrast the associations of HDL-2 and HDL-3 with CAAD.,Case-Control
0,28445359,This study is the first to document amelioration of urinary incontinence symptoms in massive weight loss patients undergoing body-contouring  procedures.,Retrospective
0,27749681,This study is the first to reveal significant associations between SSRI use and metabolic abnormalities in patients with schizophrenia or bipolar disorder.,Cross-Sectional
1,19179915,This study may be useful to underline the interest of lumbar support as a complementary and nonpharmacologic treatment beside the classic medication use in low back pain treatment.,RCT
0,23968196,"This study proposes a clear line for  research directed at specific risk factors that refer to an individuals clinical, allergic, health, and socioeconomic status.",Case-Control
1,16202351,"This study provided support for the use of total hip replacement to treat displaced intracapsular hip fractures in fit, older patients.",RCT
0,26961930,"This study provides benchmark data on the prevalence of undernutrition, including more than half a million patients.",Cross-Sectional
0,26589974,This study provides comprehensive and strong evidence that there are  a number of protective and risk factors for gastric cancer in diet.,Prospective
0,29176414,"This study provides evidence that a sample of the U.S. general public prefers the aesthetics of the oval umbilicoplasty incision, which contrasted with the lack of preference identified within this focus group of plastic surgeons.",RCT
2,27180065,"This study provides evidence that equal, if not more attention should be dedicated to CRF improvement relative to fat-loss for favorable pancreatic BCF and thus possible reduction in CV risk in individuals with MetS.",RCT
1,27824924,This study provides evidence that higher intensity statins are beneficial for cardiovascular outcomes in patients with stable CAD and very low LDL-C.,Retrospective
2,28841609,This study provides evidence to suggest that body contouring plays an important role in the weight loss patients journey and that patients need access to treatments.,Cross-Sectional
1,28754107,"This study provides new evidence to the  function of HIF3A gene, which would be helpful for future risk assessment and personalized treatment of liver diseases.",Case-Control
2,28669781,"This study reports a high prevalence of any DR and VTDR among Indonesian adults with type 2 diabetes in urban and rural areas: approximately 1  in 4 adults with diabetes had VTDR and 1 in 12 of those with VTDR was bilaterally blind, suggesting the need for appropriate screening and management of DR among the Indonesian population.",Cross-Sectional
0,27010532,This study revealed that GNRI was a reliable and effective predictive marker for AFS.,Retrospective
0,28910301,"This study revealed that obesity and abdominal obesity, which differed by gender and age, are epidemic in southern China.",Cross-Sectional
0,28704103,This study reveals that a large proportion of patients dose bolus insulin PostP.,Cross-Sectional
0,28583732,This study sets the foundation for larger studies to evaluate the  superiority of TNP over traditional dressings in high-risk foot wounds.,RCT
0,28586602,This study showed that metabolic syndrome was present in almost one third of study population.,Cross-Sectional
0,28917935,"This study showed that since ADM introduction to our centre, more breast reconstructions have been of the implant-only type with consequent reductions in the more complex and expensive autologous techniques.",Retrospective
0,28283258,This study shows heterogeneity in patterns of growth trajectories.,Retrospective
0,28954502,This study shows that different living conditions significantly affect the PCOS phenotype.,Retrospective
1,28493031,This study shows that FOXC1 is correlated with chemosensitivity to anthracycline and could be used as an indicator of chemosensitivity in sporadic TNBC.,Case-Control
0,28763451,This study suggest that Step-Dep was not more effective in preventing MDD than usual care in a primary care population with DM2 and/or CHD and subthreshold depression.,RCT
1,9836559,This study suggests a predictive value for the bcl-2/bax ratio as a potential molecular marker for predicting radioresistance of prostatic tumors.,Retrospective
0,27404094,"This study suggests that being retained/engaged in a relatively low-resource, pragmatic diabetes prevention programme for those at high risk is associated with reductions in the progression to T2DM in comparison to those who  receive standard care.",RCT
0,28528225,This study suggests that known genetic risk variants contribute a significant but small amount to overall T2D risk variation in Malaysian population groups.,Case-Control
1,22196293,This study suggests that this iontophoresis technique for delivery of corticosteroid may be considered a treatment option for patients with lateral epicondylitis.,RCT
0,27221879,This study suggests that total and red meat and meat nutrients may play a role in the etiology of prostate cancer in Uruguay.,Case-Control
2,27861932,"This study supports that residue should be considered a primary measurement of swallowing function and be a target for identification, treatment, and evaluation of swallowing.",RCT
1,25623430,"This study will add important knowledge about the potential of antigen carbohydrate 125 as a management tool for monitoring and titration of therapies where optimal utilization has not been well defined, such as diuretics and statins.",RCT
1,24796381,This study yields a scale that can be used to assess reasons for limiting drinking among HIV-positive drinkers and provides information that can be used to enhance interventions with this population.,RCT
0,29656152,This subset of patients will be the cohort for a prospective study to assess whether collar immobilization is necessary.,Retrospective
1,29705054,This subtle benefit of oral steroids in NAAION is clinically unimportant and does not provide support for its use.,RCT
2,23607755,This suggests a need to facilitate referral to more intensive long-term interventions for clients with risk factors identified by primary health care nurses.,RCT
1,16843257,This suggests mannequins can be used to assess students' knowledge of the relevant case-specific PE without adverse effect.,RCT
1,23672993,This suggests that an AHR-guided treatment strategy may need to be sustained in order to preserve lung function.,RCT
0,19188925,This suggests that ghrelin regulates substrate utilization and may promote metabolic flexibility.,RCT
1,28107308,This suggests that iNO may be a useful clinical adjunct to mitigate right heart failure and improve survival when trauma pneumonectomy is required.,RCT
1,28642180,This suggests that obese patients with symptomatic lumbar spinal stenosis may require longer to recover after decompression but can  expect to reach equivalent outcomes of similarly treated patients with BMI\xa0<30.,Retrospective
0,26781506,This suggests that the association between H. pylori infection and serum HDL could be transmitted through IL-6.,Case-Control
1,28851556,This suggests that the VAI may be utilized as an additional indicator of long-term CVD risk for Caucasian/Mediterranean men without previous CVD.,Prospective
0,28583732,This suggests that TNP may play a role in enhancing  wound healing.,RCT
1,17556694,"This suggests that, when sunlight exposure is limited, doses of vitamin D2 higher than those currently studied may be needed.",RCT
2,21712835,This suggests the need to compare acetate kinetics in normal and hyperinsulinaemic subjects.,RCT
1,27468140,This supports a potential additive benefit of statins in the inflammatory state of ACS and reaffirms the clinical importance of statin therapy for coronary atherosclerosis.,RCT
1,30991815,"This supports the option to substitute normal saline for ciprofloxacin in ears without an active ear infection at the time of tube placement, which would reduce both cost and unnecessary antibiotic use.",RCT
1,26182832,This supports the potential of CXCR2 antagonists as a treatment option for diseases in which neutrophils play a pathological role.,RCT
2,24679395,This supports the recommendation for its implementation.,RCT
0,29068467,This systematic review identified limited evidence that women with increased body size are more likely to present with DFM but do not have impaired  perception of fetal movements.,Case-Control
1,8362944,This technique appears safe for use through 27 weeks' gestation; further investigation is encouraged.,Case-Control
0,23566313,This technique was statistically associated with a reduction in the severity of acute-on-chronic lithium poisoning at a given ingested dose and serum lithium level.,Retrospective
1,23642947,This therapeutic combination may be indicated for the prevention of colds and its most common symptoms in the general population when administered as a preventative supplement.,RCT
2,27974311,"This time-varying effect violated the Cox proportionality assumption, indicating that feeding trials in similar populations should extend beyond 7 d and use time-varying statistical methods.",RCT
1,28962654,This tool may help evaluate the risk for a CV event in patients with COPD.,Prospective
1,23108436,This training regimen could be used as an adjunct or even alternative to traditional balance and/or resistance training.,RCT
1,18317718,This treatment approach thus does not represent an alternative to early instillation.,RCT
0,27465383,This trial  was registered at clinicaltrials.gov as NCT02045784.,RCT
0,27053383,This trial was registered at clinicaltrials.gov  as NCT01455636.,RCT
0,28166253,This trial was registered at clinicaltrials.gov (NCT00895141).,RCT
0,28031374,This trial was registered at clinicaltrials.gov as NCT01678716.,RCT
0,27797709,This trial was registered at clinicaltrials.gov as NCT02090842.,RCT
0,27733404,This trial was registered at clinicaltrials.gov as NCT02669602.,Prospective
0,23902780,This trial was registered at the London-based Current Controlled Trials register as ISRCTN35739639.,RCT
0,28904705,"This vary based on the age, obesity, parental responsibility, unhealthy diet and lack of or reduced physical  activity.",Cross-Sectional
0,20600470,This was not associated with any dyslipidemic changes as the lipid parameters were not elevated in them compared to the healthy controls.,Case-Control
0,24044906,This was one of the first studies to examine the number of instability episodes as a predictor of an intra-articular injury.,Case-Control
0,28159025,This was the first study to quantify UI levels in Cyprus.,Case-Control
0,28179049,"This was true among nurses, and thus also for hospital ward personnel as a whole (i.e., nurses and physicians combined).",RCT
0,22563304,"This work has important policy implications for public health, given the continuous nature of the BMI-IHD association and the modifiable nature of BMI.",Case-Control
0,19375808,This would provide impetus for the widespread adoption of 3D planning and IMRT.,RCT
2,24913290,Those experiencing severe snoring and/or who are obese should be told of what can be done to solve such problems.,Prospective
1,28368798,Those factors might be taken into account before accept or not a 3rd hour at full cervical dilation.,Case-Control
0,26892130,Three real-life patterns of statin use were identified.,Retrospective
0,28963915,Three-year EFS data following H SC and H IV treatment are consistent with those reported by previous trials for H in the adjuvant setting.,RCT
0,27995517,"Through EBMI, both groups are equally effective.",RCT
0,28746656,"Through maintaining the current decline in NCDs, Brazil should meet the target of 25% reduction proposed by the World Health Organization by 2025.",Cross-Sectional
0,29084518,"Through meta-analysis, we were able to gain insight into previously  reported associations between +331G/A polymorphism and breast cancer risk.",Case-Control
1,25579524,"Thus in centers where electron beam therapy is not available, 3DCRT photon can be used effectively for tumor bed boost.",RCT
1,19711335,Thus it is important for clinicians to monitor these aspects of functioning when treating this population of patients with schizophrenia with SSRI agents.,RCT
2,25362513,Thus patients who chewed gum inadvertently prior to procedure should not be denied or delayed administration of sedative and anesthetic medications.,RCT
1,20374035,Thus Rhodiola algida has the potential to be used concurrently with chemotherapy to alleviate the occurrence of oral ulcers.,RCT
0,26572860,"Thus, a greater attention on such expectations may facilitate the patient's transition from hospital to home after stroke.",RCT
0,26675579,"Thus, a large number of children had poor nutritional history or growth failure.",Cross-Sectional
2,26192698,"Thus, antistunting interventions should include sanitation and hygienic measures along with adequate perinatal care and maternal and child nutrition to further reduce childhood stunting, ensuring long-term health benefits for children not only in rural Armenia but also in rural communities in  other low/middle-income countries.",Case-Control
1,28450198,"Thus, broadening the spectrum of empiric antibiotic therapy for recurrent episodes of DFI does not appear necessary.",Retrospective
2,25710925,"Thus, CAC results should not influence the decision to proceed with CCTA, and the decision to perform a CAC scan should be balanced with the additional radiation exposure required.",RCT
1,28744992,"Thus, carnosine could be a safe and effective strategy for treatment of pediatric patients with diabetic nephropathy.",RCT
2,16880098,"Thus, caution should be exercised when using unidimensional and 2D measurements of LA size.",RCT
0,24021123,"Thus, CETP gene variation may affect coronary risk apart from the level of HDL-C.",Case-Control
1,26296528,"Thus, clinicians might be able to monitor PCa patients who have a high risk of development of arterial stiffness after ADT administration by referring to LDL-C/HDL-C levels.",Prospective
1,22953794,"Thus, CSWT represents a new option for the treatment of patients with refractory AP.",RCT
0,28838475,"Thus, data support that pleiotropic effects of ticagrelor beyond its potent antiplatelet effects could contribute to additional clinical benefits.",RCT
2,16279891,"Thus, decisions concerning care for patients with acute LGIB should be based on individual experience and local expertise.",RCT
1,24633212,"Thus, desflurane and sevoflurane can be considered as suitable for emergence in pediatric neurosurgical anesthesia.",RCT
2,28710178,"Thus, EPA and DHA supplementation should be considered as additional therapy to an angiotensin-converting enzyme-inhibitor or angiotensin-receptor blocker in subjects with type 2 diabetes mellitus and coronary artery disease.",RCT
1,30910144,"Thus, Eryngo could be regarded as a new herbal remedy for the treatment of dysmenorrhea.",RCT
1,25682401,"Thus, functional distraction using JESS can be utilized as an alternative method in cases of neglected and resistant clubfoot.",RCT
2,16691061,"Thus, further development of CS is warranted as a potential method to prevent HIV transmission and acquisition.",RCT
0,17379588,"Thus, granulocytapheresis cycles could be prolonged or repeated, if necessary, in more severe diseases without significant risks for the patients.",RCT
2,26139338,"Thus, in this population, BMI changes should be regularly assessed.",Prospective
0,24704923,"Thus, IR may be accused of causing detrimental effect on male infertility due to hyperinsulinemic state and being one of the components for MetS.",Prospective
1,27260149,"Thus, it can be preferred as compared to clonidine for premedication in pediatric surgical patients.",RCT
1,28659251,"Thus, it is important to develop strategies to keep participants who are at high risk in Web-based interventions.",RCT
1,19034870,"Thus, it is unlikely that targeting hemoglobin in the normal range for CKD patients is of benefit.",RCT
0,25948669,"Thus, judging by the effect size, our data cannot exclude that a favorable effect of high intake of fruit and vegetables could in part be driven by high vitamin C concentrations.",Prospective
0,23844592,"Thus, mammographic density should possibly influence adjuvant therapy decisions in the  future.",Case-Control
1,28043418,"Thus, may help to improve the outcomes of organophosphate poisoning patients.",RCT
0,28024096,"Thus, provision of information may reduce subsequent depression and anxiety, while reducing depression and anxiety levels may increase satisfaction with received information.",Cross-Sectional
1,28449837,"Thus, same-statin rechallenge might warrant increased utilization.",Retrospective
0,26935884,"Thus, subclinical glucose intolerance may be associated with an increased risk of RPL.",Case-Control
2,25250528,"Thus, surgeons should carefully interpret the histopathology reports  based on unusual or exceptional findings corresponding to the cholecystectomy specimens.",Retrospective
0,27749681,"Thus, the clinical impact of the findings is most likely limited.",Cross-Sectional
0,27698344,"Thus, the gut may mediate vitamin D effects.",Prospective
1,28958696,"Thus, these substitutions could be useful to tackle  the diabetes epidemic.",Prospective
1,23913094,"Thus, TmLRP-TT can be an available option for BPH patients, especially older, high-risk patients.",RCT
2,20697090,"Thus, TP53 mutation analysis should be incorporated into the evaluation of patients with CLL before treatment initiation.",RCT
0,28027862,"Thus, treatment-related factors such as  fatigue had a greater impact on cognitive decline than psychological factors.",Cross-Sectional
2,16386096,"Thus, we conclude that these two methods of A1C testing should not be used interchangeably.",RCT
0,25402501,"Thus, we conclude that visceral fat area is positively associated with the prevalence of CRC.",Prospective
2,28336102,Timing of colostrum collection is critical in determining colostral fatty acid and metabolite concentrations.,Case-Control
0,17453995,TKA patients were balanced over their feet and they appeared more cautious and more concerned about gait quality than moving quickly.,Case-Control
2,28445631,"To achieve optimal treatment gains in patients with PGD, therapists should encourage some form of exposure therapy to memories of the death.",RCT
2,26283094,"To be more precise, it is arguable that the focus of the theoretical foundations, used in new web-based PA interventions should depend on the intended program outcome.",RCT
0,27977406,"To confirm these findings, further prospective studies with larger sample size and longer follow-up are warranted.",Prospective
0,16358840,"To confirm this, further research needs to be undertaken.",Case-Control
1,18982437,"To ensure safety, prior TEE may be necessary for the patients with planned catheter ablation for AF.",RCT
2,29609656,"To ensure their uptake, CQI programs must acknowledge local clinical guidelines, be compatible with translation into clinical activity and have managerial support.",RCT
1,24913290,"To explore the intensity of snoring and  to postoperatively monitor the efficacy of surgery used to treat snoring, telephonic sound analysis is both new and effective and reduces the need for patient attendance at a hospital.",Prospective
2,17081831,"To improve children's diets overall, efforts should focus on ensuring all students have access to a healthful breakfast, at home or at school.",RCT
2,29583063,"To improve the clearance of PWS lesions, either the depth of laser penetration should be increased or greater photothermal damage to vessels should be generated.",RCT
